game,comment
Pokemon Red/Pokemon Blue,"You do so many little things wrong it makes me itch, but you can get away with it in this you do you.
Like 1:01:06 you're supposed to answer pokemon trivia questions and fight the trainers if you get them wrong, and you managed to not notice that mechanic at all"
Pokemon Red/Pokemon Blue,27:27 - use growl six times to get it at level 1 then give it a tiny bit of exp to get it straight to level 100. lots of people seem to forget that.
Pokemon Red/Pokemon Blue,"@11:08 - AAH eye of the beholder, my jam."
Pokemon Red/Pokemon Blue,I taught the same thing about the cerulean guard...always taught it was a hat
Pokemon Red/Pokemon Blue,"I learned so much from this. I had no idea it was possible to capture Mew, and I'm blown away from all the other glitches and stuff you showed. I had no idea I needed a status effect to capture pokemon. I just lowered the hp, and then tried again, and again, until I did a capture. I knew about missingNo, but I never tried to capture it. One thing I did hear is that Psychic was supposed to be... Ghost, I think, but the weakness didn't get implemented properly. The game could have been done better, in a lot of ways, but it still caused an absolute revolution, and a lot of the issues that came up actually enhanced the game for many of us. MissingNo is iconic game lore."
Pokemon Red/Pokemon Blue,There's a couple glitches you can do with the pokecenter being exactly five steps.
Pokemon Red/Pokemon Blue,I don't have a reference for the master ball thing. I always thought it looked like a Venonat
Pokemon Red/Pokemon Blue,When I was a kid I always chose fire pokémon because fire was awesome. As I grow up. I realized that The easiest pokémon to beat the game with Solo is Squirtle. Mainly because how broken the base game is and how OP water is
Pokemon Red/Pokemon Blue,"I knew 95% of the content but the nastaglia was unreal and watched the entire thing. 
Great vid!"
Pokemon Red/Pokemon Blue,"Swift bypasses the accuracy check, it will always hit. The 1/256 miss glitch doesn’t come into play."
Pokemon Red/Pokemon Blue,"back in '99 we used to copy pokemon yellow/blue/red game+emulator in a 3.5"" floppy and have a lot of space left over. lol"
Pokemon Red/Pokemon Blue,Butt. 🤣🤣🤣🤣🤣
Pokemon Red/Pokemon Blue,Not really. But. We love it all the same.
Pokemon Red/Pokemon Blue,ah yes the origin of Loot Boxes.....
Pokemon Red/Pokemon Blue,"""It doesnt work with muck"" lmao."
Pokemon Red/Pokemon Blue,"As a kid i used fly as the world map, i did this for 2nd and 3rd generations as well. I also only used moves that dealt damage and looked visually cool and had cool sounds 😎"
Pokemon Red/Pokemon Blue,"Just going through comments and realizing that pokemon fans are insane basement dwellers, holy effing fuck"
Pokemon Red/Pokemon Blue,"My favorite lore ""myth"" about Pokemon is that every Ditto you see is a failed attempt to clone Mew. They both have the same color for their sprites (pink for regular, blue for shiny), they weigh the exact same (8.8 lbs), they are the only Pokemon that can learn Transform, and the places you can encounter Ditto in Gen 1 are places connected to either Mew or Mewtwo (the mansion and the Cerulean Cave)."
Pokemon Red/Pokemon Blue,"To think that in that point, when we first played this game, we did not know how massive and influential this game/franchise would be… it is quite a realisation."
Pokemon Red/Pokemon Blue,fun fact the game code was so bad and poorly optimised that when Satoru Iwata joined the team for gen 2  and developed better tools and compressions he was able to not only make gold and silver so much bigger but included the entire first region because he could.
Pokemon Red/Pokemon Blue,I made my way through that cave in the pitch black as well haha.
Pokemon Red/Pokemon Blue,"Blanes gym allowed like always for you to answer questions to skip battles. One of the modt iconic questions were ""butterfree had 3 evolutions"" yes or no?"
Pokemon Red/Pokemon Blue,"Pokemon Red and Blue are one of those games that shows just how powerful marketing is. Because when you realize how absurdly busted *everything* is in this game, it makes you scratch your head how it was considered a good contender for having sequels made."
Pokemon Red/Pokemon Blue,"""moves which don't do damage may . ."" let me stop you right there. 
Moves which don't do damage might as well not exist to the 7 year old mind! ..well ..sleep and paralysis maybe - but .. even those are on notice!"
Pokemon Red/Pokemon Blue,seriously... nobody chose Bulbasaur!
Pokemon Red/Pokemon Blue,"Not all Pokémon names work backwards, like Muk………😂😂😂😂"
Pokemon Red/Pokemon Blue,"I love how you're explaining this so someone who's never played Pokemon can understand yet it's not boring for us veterans. There were some important gameplay mechanics and things about to gameboy printer that you got incorrect though (probably a few more than listed but these stuck out to me the most)


1. Electric is neutral against ice however all of Lorelei's pokemon are dual types with water except for Jynx
2. Repels only repel Pokemon below the level of your highest party member. So that's why you're getting less encounters as some pokemon are lower than your party lead and no longer appeared. You can get no encounters if you're a higher level than all wild encounters in the area.
3. You can't print in red and blue, only yellow, gen 2 and spinoffs
4. It doesn't use ink as it's a thermal printer so you can just go to a stationary store like Officeworks or whatever the equivalent is overseas, buy a roll of thermal paper and just cut it to size and the gameboy printer isn't as wide as receipt printers. People also sell them in the right size online. VERY easy to find and it's not expensive."
Pokemon Red/Pokemon Blue,"80 minutes is too much for me, can someone just tell me if he liked it or not"
Pokemon Red/Pokemon Blue,"When you realize pokemon select at the beginning isn't just a pokemon select.
It's a fucking difficulty select!

Charizard will get very strong later and can hugely help you (But gets murdered by Rock. oh no...rock in Gen 1 :-P...) but since your first gym is BROCK, it will be a slightly rough start.
Blastoise is kind of middle of the road, not bad, not fastastic. Also Brock's weakness, so you can roll the first gym.
Venusaur is the low pick because fire is much more common, and guess what it's weakness would be! It's also not as strong stat-wise (or not where it matters)."
Pokemon Red/Pokemon Blue,"I guess I'm weird. I'm a Squirtle kind of guy! lol, Still have my original blue cart. I might have to break out the Super Gameboy sometime soon!"
Pokemon Red/Pokemon Blue,Yes duh
Pokemon Red/Pokemon Blue,"11:10:02 ice is,not weak to electric, water is. just about every ice type in this game is also part water, which is partly why zapdos swept here"
Pokemon Red/Pokemon Blue,51:44 did most people not realise they can cut grass using Cut? I guess i randomly figured it out as a kid
Pokemon Red/Pokemon Blue,I fell asleep while watching this last night. Apparently the entire video played and now im watching it again. Hopefully it counts as two views!
Pokemon Red/Pokemon Blue,Manga is based on the game.....not the other way round
Pokemon Red/Pokemon Blue,"This was a very well and complete video, it covered all big and minor parts of the game. 151/10"
Pokemon Red/Pokemon Blue,"What do you mean by ""ruined it""? That made it so much better for me"
Pokemon Red/Pokemon Blue,An advert every four minutes.
Pokemon Red/Pokemon Blue,Why so much emphasis on the 'H'
Pokemon Red/Pokemon Blue,The fight with Blue/Gary at the end was truly one of the pieces of music. Hearing it gives me chills like it did to me as a kid.
Pokemon Red/Pokemon Blue,"40:29 for anyone that’s curious, the unown letters spell out “Leave” here"
Pokemon Red/Pokemon Blue,"Actually i watched this again cause something was bugging me. You missed a mention to the elite four almost at the very beginning of the game. You fell into the pro gamer trap of just running to the first pokemart and back to oak, but if you instead head down victory road youll have an encounter with butt, that you seem to have missed, in which he explains what victory road is."
Pokemon Red/Pokemon Blue,Muk.... Kum : DDD
Pokemon Red/Pokemon Blue,"The set order of the map is actually pretty helpful, as it will show you the order in which you are meant to progress - in case you ever get stuck. :)"
Pokemon Red/Pokemon Blue,"RE: bug pokemon suck. I won't say you are wrong, because ya, BUT butterfree gets confusion and sleep powder pretty early and thats useful through mt moon. I Don't think you can get any other psychic move before that. Also, its pretty fast so is best when trying to get its own replacement, Abra, as early and as easily as possible. In the remakes paras can learn cut flash and rock smash, so it was somewhat a good choice for hm dumping."
Pokemon Red/Pokemon Blue,Pointing out that Erika's gym is full of women makes you a perv??? Dudes like you are the reason most young males today are asexual.
Pokemon Red/Pokemon Blue,"Correction: in the manga, the main protagonist is Red and the main male rival is *Green.* Blue is the *female* rival, off of whom the female avatar in FRLG is based. The male rival was renamed Blue in the west because we didn't get Pokémon Green. Which unfortunately lead to the absolute nonsense that is Blue (the actual Blue) being dubbed fucking *Leaf* in the west, because everyone associates her actual name with Green."
Pokemon Red/Pokemon Blue,"Another thing for the 3 Starter Pokemon, they are also a hidden ""difficulty"" choice, since the first 3 Gyms are arranged in an order that the 3 Pokemon basically represent ""Easy"" , ""Medium"" and ""Hard"" difficulty."
Pokemon Red/Pokemon Blue,In Gen 1 actually opponents chose their action after you
Pokemon Red/Pokemon Blue,“Disney’s flagship mascot cowers in the shadow of the famous yellow mouse” 😂😂 what a line! Great video as always!!
Pokemon Red/Pokemon Blue,"Haunter doesn't need to be traded for me! He's cool enough as he is!
And not because I didn't have friends!
...
Haunter was my friend."
Pokemon Red/Pokemon Blue,"Blue def better than red. Meowth payday is love, and life."
Pokemon Red/Pokemon Blue,"There's a second nearby trainer who can help you catch another Mew.

Inside Misty's gym, on the right hand side of the screen is a swimmer. Repeat the Mew glitch but fight this guy instead of the Slowpoke trainer. When you return to Nugget Bridge, another Mew will spawn."
Pokemon Red/Pokemon Blue,People know more about the history of pokemon than the history of the 20th century 🤦‍♂️
Pokemon Red/Pokemon Blue,"i remember how my kadabra basically got me through all the game of blue, psychic was so broken 🤣"
Pokemon Red/Pokemon Blue,Was it good?
Pokemon Red/Pokemon Blue,This is making me wonder how in the hell I managed to complete this game while also finding all the HMs as a child. If I was playing this for the first time as an adult I'd definitely need to check online a lot for certain key items
Pokemon Red/Pokemon Blue,"I really would love to see gold/silver, sir."
Pokemon Red/Pokemon Blue,I can't remember if it applies to Pokemon Red/Blue but there is actually a trick to the slot machines in LeafGreen and FireRed. Hope you cover that one next!
Pokemon Red/Pokemon Blue,"Fun little detail: The Dragon-type trainer Lance is known as Siegfried in the german version of the game and the show, so that whole reference thing may be possible."
Pokemon Red/Pokemon Blue,"The graphics are very poor, even for GameBoy standards, with many of the sprites looking like horrible monstrous blobs, the story, while better than some in the series, is far from the peak of the series, and most of all, the gameplay was wacky and glitchy and unbalanced."
Pokemon Red/Pokemon Blue,"45,910 views"
Pokemon Red/Pokemon Blue,Bro who’s here in 2021 wtf
Pokemon Red/Pokemon Blue,What system was Austin playing on to get the screen to look like that??
Pokemon Red/Pokemon Blue,boy austin has come a long way
Pokemon Red/Pokemon Blue,"This is uh
Very dark"
Pokemon Red/Pokemon Blue,"bruh,
Austin 9 years ago is so less energetic"
Pokemon Red/Pokemon Blue,why in recomenneded?
Pokemon Red/Pokemon Blue,Lukie games has good deals
Pokemon Red/Pokemon Blue,I remember waking up ready to play that shit.
Pokemon Red/Pokemon Blue,"150 ‘catchable’.151 ,Mew, was only available though distribution events."
Pokemon Red/Pokemon Blue,I made the biggest blunder in my life when I traded the Pokémon Blue cart for the Red. Miss that color palette featured in Blue...😥
Pokemon Red/Pokemon Blue,Developer mode is amazing
Pokemon Red/Pokemon Blue,Red and blue was the best. Infinty masterballs :D
Pokemon Red/Pokemon Blue,squirtle looks absolutely terrifying.
Pokemon Red/Pokemon Blue,Yo
Pokemon Red/Pokemon Blue,"Wow... The quality of this video is sad, but the content is great!  Austin you're awesome, even 6 years later!"
Pokemon Red/Pokemon Blue,mine looks the same as yours austin
Pokemon Red/Pokemon Blue,mines is in well a little good condition i just brought mine works good and real it has some scuffs and still has the picture of the front pokemon
Pokemon Red/Pokemon Blue,Go Pokémon :)
Pokemon Red/Pokemon Blue,3:20 unless you have an Alakazam and then you're good.
Pokemon Red/Pokemon Blue,Japan got Pokemon Green and Red
Pokemon Red/Pokemon Blue,What I dont understand is how on ebay they are selling Pokemon Red/Blue/Yellow for like 30-50$ USD when it was the most sold game in Gameboy Color history. I mean its only the most common game ever for that console.
Pokemon Red/Pokemon Blue,austin sounds so wierd 4 years ago Lol
Pokemon Red/Pokemon Blue,Isn't lavender town in red? :o 
Pokemon Red/Pokemon Blue,i cant believe when i was a kid i never got a gameboy cuz it cost alot of money and my parents did not want to spend their money on it! :( 
Pokemon Red/Pokemon Blue,"FUCKN HELL RED SUCKS ASS HAIRS
"
Pokemon Red/Pokemon Blue,"umm, u do realize people still play these games right?"
Pokemon Red/Pokemon Blue,Yeah Its So So So Fun Right? We Are Kool
Pokemon Red/Pokemon Blue,Thumbs Up If You Like To Make The First Letter Of Every Word Capitalized
Pokemon Red/Pokemon Blue,"Nah, the battery in the cartridge that i bought does work, since these cartridges can last almost 16 years and they were produced from 1998 to 2001, so the save battery isn't dead yet, and there's a possibility that somebody might have changed the battery."
Pokemon Red/Pokemon Blue,"The batteries in all the cartridges are dead now, so you wont be able to save the game. "
Pokemon Red/Pokemon Blue,"Well, if i would have had to buy the newest Pokemon game out there, i would have had to buy a new DSi or 3DS for my friend, since only handheld console happens to be a GBA SP, so i thought buying the original would have been the best idea..."
Pokemon Red/Pokemon Blue,"ummmmmm, you do realize its 2013 right>?"
Pokemon Red/Pokemon Blue,i like them equally
Pokemon Red/Pokemon Blue,great
Pokemon Red/Pokemon Blue,"Pokemon red, blue & yellow.. Have the remade these? Because I know the remade Pokemon silver & gold into heartgold & soulsilver..."
Pokemon Red/Pokemon Blue,"I'm gonna give Pokemon Red to my friend at my school for his birthday, i got the Red-version because if i'm ever gonna get the other game, then we can trade with each other from version to version :D"
Pokemon Red/Pokemon Blue,I have blue and yellow I am only missing red
Pokemon Red/Pokemon Blue,"Yeah, I do not pay much attention to nature and stuff."
Pokemon Red/Pokemon Blue,"I have yellow buts its broken. I really want pokemon red, well, at least for now I have pokemon pinball with rumble."
Pokemon Red/Pokemon Blue,and can we thumbs down if we don't pick sides and promote them like assholes?
Pokemon Red/Pokemon Blue,i got a level 35 raichu
Pokemon Red/Pokemon Blue,"yes, gameboy advance sp is compatible with ALL GAMEBOY GAMES."
Pokemon Red/Pokemon Blue,"1. Pokemon Red, Blue, Yellow, Green
2. Silver, Gold, Crystal
3. Black 2 and White 2
4. Ruby, Emerald, and Saphire"
Pokemon Red/Pokemon Blue,"1. Pokemon Red, Blue, Yellow, Green
2. Silver, Gold, Crystal, Heart Gold, Soul Silver
3. Black 2 and White 2
4. Ruby, Emerald, and Saphire
5. Fire red and Leaf Green
6. Diamond, Pearl, Platinum
7.Black and White"
Pokemon Red/Pokemon Blue,so out of the original 3 gameboy pokemon games which one is the most recomended?
Pokemon Red/Pokemon Blue,"The reason why I love RPGs
"
Pokemon Red/Pokemon Blue,yes it can and thats what i use to play it oone i use my red sp to play version red so yea
Pokemon Red/Pokemon Blue,"Your Just Blinded by nostalgia pokemon is more evolved now and i think you should acctually play it before judging
"
Pokemon Red/Pokemon Blue,I think it can. But I'm not sure.
Pokemon Red/Pokemon Blue,Pretty much just looking at Youtube comments. I found out that most of them were all caps.
Pokemon Red/Pokemon Blue,"Yeah, so? It's proven to have made top comments more likely to get top comment."
Pokemon Red/Pokemon Blue,"can this game play on game boy advance sp
"
Pokemon Red/Pokemon Blue,"why is his hat green when he goes into battle then turns red?
"
Pokemon Red/Pokemon Blue,I don't know which to get. Red or blue. Or even yellow.
Pokemon Red/Pokemon Blue,If you want fresh gameplay. Gameboy is better.
Pokemon Red/Pokemon Blue,gameboy is way better
Pokemon Red/Pokemon Blue,@duncan33303 If you get a gamecube gameboy player and a cap card you can record easier :D
Pokemon Red/Pokemon Blue,"@ninjaIuva No, you can't."
Pokemon Red/Pokemon Blue,can u play this game on the ds lite?
Pokemon Red/Pokemon Blue,I still have most off thoses song stuck in my head! I love this Game!!!!
Pokemon Red/Pokemon Blue,@duncan33303 just use vba.. i did it with dbz lsw check it out.
Pokemon Red/Pokemon Blue,The original pokemon games prove that graphics don't matter in a game.
Pokemon Red/Pokemon Blue,looks like you're missing emerald version
Pokemon Red/Pokemon Blue,I like it better than the newer ones
Pokemon Red/Pokemon Blue,"Dude, are you playing on your ipod or sonething?"
Pokemon Red/Pokemon Blue,blue rules!
Pokemon Red/Pokemon Blue,@armandornd YOU will be cool if you didn't pay attention to the grammar SH*T
Pokemon Red/Pokemon Blue,lol i used to play the hell out of some pokemon!
Pokemon Red/Pokemon Blue,this game was awesome i have these games including yellow and emerald
Pokemon Red/Pokemon Blue,Why the hate on Magikarp :/
Pokemon Red/Pokemon Blue,can you make a review of Pokemon White & Black? :-)
Pokemon Red/Pokemon Blue,Those songs where my whole childhood.. XD
Pokemon Red/Pokemon Blue,i love pokemon
Pokemon Red/Pokemon Blue,i remember back when i was 8 i found one of the pokemon games in front of a neighbors house and it was sitting near the curb and i had a gameboy at the time so i thought i would try it out and it was a great game nice review
Pokemon Red/Pokemon Blue,"haha i still have them, my level 100 snorlax =] back in the days... "
Pokemon Red/Pokemon Blue,i would love to see a Game & Watch Review
Pokemon Red/Pokemon Blue,"when I had the original DS, shortly after, I lost my patience on games like these. I probably spent hundreds of hours training, which I could not ever do again. All these different color pokemon games were all the same to me. I only bought the Gold and Red version"
Pokemon Red/Pokemon Blue,"@JohnMedia7 Thanks, that was the plan."
Pokemon Red/Pokemon Blue,"You should have shown yourself catching mew :). and you didn't show pokemon green version :(. But pokemon is epic honestly, well the old ones at least."
Pokemon Red/Pokemon Blue,you are really  running out of ideas and money duncan... pokemon? really?
Pokemon Red/Pokemon Blue,Damn those tunes are so good
Pokemon Red/Pokemon Blue,you said pokemon red and green 0:14
Pokemon Red/Pokemon Blue,1 person had a sad childhood
Pokemon Red/Pokemon Blue,This is a nice break from all the reviews I'm seeing of Pokemon Black & White Versions.
Pokemon Red/Pokemon Blue,Nice man! Keep the vids coming Austin!
Pokemon Red/Pokemon Blue,"Very cool video, I used to have a DS and played Pearl, and now that I don't have it, I want it back! Thanks for the video!"
Pokemon Red/Pokemon Blue,Awesomeness :)
Pokemon Red/Pokemon Blue,this makes me want to find my gameboy and my red version and live in the nostalgia for awhile 
Pokemon Red/Pokemon Blue,"there is 152 pokemons to catch!
missingno<3"
Pokemon Red/Pokemon Blue,Kinda late but ehh.... Yeah.....
Pokemon Red/Pokemon Blue,I had a game like Pokemon for my Neo Geo Pocket called Evolution - Eternal Dungeons.
Pokemon Red/Pokemon Blue,@jonnyboywasheretoday No that's the bezel of my GBA SP. It's hard recording Game Boy games.
Pokemon Red/Pokemon Blue,your not playing the game on a gameboy are you?! i see your ipod touch metal reflecting a bit
Pokemon Red/Pokemon Blue,are you running out of things to review?
Pokemon Red/Pokemon Blue,Best games i ever played :P
Pokemon Red/Pokemon Blue,I used to have yellow lol
Pokemon Red/Pokemon Blue,i don't see any yellow
Pokemon Red/Pokemon Blue,I still play them today lol
Pokemon Red/Pokemon Blue,"Hey Tama, here is a bit of my thoughts that usually go uncommented but you seem to be on the same direction. 

The pixel art in old screens doesn't look so sharp on the edges and the small screen size made the blur effective to moving characters. With the concept art on the manuals and anime on TV,  the story of our player journeys was painted on imagination with the Gameboy being an acessory to game play. Much in the same way as player books and character sheets on D&D.

As for balancing, puzzle solving etc your video about rental market drives the 2nd point perfectly. Generation 1 has the most replay value from just going through the game and generation 2 has the best replay value to playing with the entire eco system. As you've said in another video, it is unfair to take gen2 without Stadium2 as a post game in a way.

To me this is what kills some later generations. You clear the story once and the game is no longer so enjoyable to travel around. They feel like card games after you've finished it the first time and replay factor seems to be almost planned to fade aground 2 or 3 years for the next gen to release."
Pokemon Red/Pokemon Blue,I'm middle ground to gen1 it was first Pokemon
Pokemon Red/Pokemon Blue,Wow this video is such a fresh perspective on the original games. Probably gonna play yellow again for the nostalgia
Pokemon Red/Pokemon Blue,"Wonderful video, I thoroughly enjoyed it, you make valid points on how it is a broken game to some others, but if we didn't have these made versions of Pokemon  Red and Blue, we wouldn't have all these other games that followed up right behind it, in general. I do have nostalgia eyes for them, absolute gems in my opinion, but I do like the remakes to them as well, FireRed and LeafGreen are both great remakes. I just restarted my FireRed vision not too long ago 😅"
Pokemon Red/Pokemon Blue,"Now i wanna try those dungeons. A neat thing aboung gen 1 was the speed. 
I found this video enjoyable as well. Amazing job✌️🔥"
Pokemon Red/Pokemon Blue,"I really love this review. It's refreshing to hear someone not call these games ""unplayable because of the glitches"" or type charts. As you said, I really had to go out of my way to try and encounter glitches when I played these as a kid and even now. I also remember encountering Lance for the first time and going against his Dragonairs and Dragonite, having never seen them before and overcoming the challenge of defeating these pokémon despite having no idea about their weaknesses. I think it's ok to have some types to be better than others, especially here where Psychic and Dragon types are rare to come across and present a memorable challenge to beat.

I've played almost every generation of Pokémon (I missed gens 6 and 7) and I would also have to say that the music in gen 1 still holds up incredibly and has given us the most iconic tracks of the pokemon gaming franchise.

I also love the simpler story of this and gen 2. You're sent out on your own adventure as a 10 year old and happen to take down the criminal organisation. I've always found the storylines where you save the world, because it's expected of you, to be way too over the top personally. Despite it's own issues, Pokémon Sword and Shield did well in this area."
Pokemon Red/Pokemon Blue,I just loved how every town was it's own colour. So happy when I got my super gameboy.
Pokemon Red/Pokemon Blue,download the quality of life hack. improves the base game
Pokemon Red/Pokemon Blue,"I've always found the most hypercritical takedowns of Gen 1 seem to come from a place of jealousy. They're almost always voiced by someone who wasnt around when the games released and so they missed the unparalleled phenomena that was Pokemania. Pokemon might be popular today, but it's absolutely nothing compared to the late 90s.

Gen 1 were games designed by 9 people nearly 30 years ago, and they still have less game-breaking glitches than Scarlet and Violet shipped with."
Pokemon Red/Pokemon Blue,Its strange i loved it as a kid now im 33 i struggle playing it but i do listen to the original soundtrack often. Brings back the fantastic memories without having to play them.
Pokemon Red/Pokemon Blue,I still do a play thru of gen 1 at least once a year. I love gen 1 with all of it's flaws. When they re-realsed the original games on the 3DS I loaded that sucker up so now I have all original 6 games. I think I'll go play Blue version right now actually!
Pokemon Red/Pokemon Blue,"Regarding dragon type, you can buy Magik Carp for 500 early on. Grind it to lvl 20. Now you have Gyaradps early game. It makes early game a breeze as n
Ut is so OP it is not even funny. Dragon Range 2 shots everything until they are lvl 30+ and you can teach it hyper beam early on by buying the TM and have basically a late game attack for most of the game (gyarardos learns it at level 55 as well) or, if hyperbeam is not quute hitting hard enough earthquake for that 100 power every turn slaughter. In fire red the special stat is not that high for late game (though insane for lvl 30) but it can still make use of some elemental attacks that use the special."
Pokemon Red/Pokemon Blue,These games were technical marvels. The whole ass game is 510KB... The whole game... Like all the 8 or 9 cities andnopen areas in between... Crazy.
Pokemon Red/Pokemon Blue,First time on your channel excellent video
Pokemon Red/Pokemon Blue,Mew truck
Pokemon Red/Pokemon Blue,Honestly? I prefer the remake more today. And the same goes to gen II.
Pokemon Red/Pokemon Blue,Ok. After 10 minutes. I just quit. You can do better.
Pokemon Red/Pokemon Blue,"Yeah- I find hard linking what you're saying with random scenes. Please, improve that issue. For the rest, gratz

Ofc, this is a POV from a person who didn't face the ""Pokémon fever"" whem it came up, but it barely acceptable"
Pokemon Red/Pokemon Blue,"As someone who just started playing pokémon since 2019, I can give you my unbiased opinion: I think gen 1 is actually good and fun. It has its issues, but I think those add some charm to it, idk how to explain it but it felt good and I couldn't stop playing it"
Pokemon Red/Pokemon Blue,"gen 1 is the best because it was the framework for the entire series,"
Pokemon Red/Pokemon Blue,"0:21 well said, amen 🙏"
Pokemon Red/Pokemon Blue,"Such a good video. So much thought. And btw, I’ve played red several times and will play it more. I use lets go pikachu for online battles and I play gameboy color for the story game."
Pokemon Red/Pokemon Blue,"Gen 1 is honestly the greatest and always will be. There is beauty in simplicity, but it’s not that simple either. Red/blue had balance but complex strategy. The Pokémon seemed real also like animals and such. There is too much fiction and wierd Pokémon in the new ones."
Pokemon Red/Pokemon Blue,"I just found your ""Pokémon First Gen Glitches"" videos and caught my first ever Mew in Pokémon Yellow (level 100 of course). Better late than never, right? If anything, I think the first gen. ""bugs"" ad a lot of excitement and replay ability to the games. 2023 and I'm still playing gen. 1 and it led me here to your channel where I'm really enjoying the content!"
Pokemon Red/Pokemon Blue,10:48 I freaked out because they way you edited the video seemed like you encountered a level 50 Zapdos chilling outside of Pallet Town xD
Pokemon Red/Pokemon Blue,The best thing about early Pokémon games is that there is much less hand holding.
Pokemon Red/Pokemon Blue,"Even if you are bored with these games still you can use them for nuzlocke.
And you not gonna play just play 7 gen Pokemon let's go evee/Pikachu.
And you'll have respect for these games again.
That's how get to respect these titles."
Pokemon Red/Pokemon Blue,"Fire Red is still the best, I must apologize but if I was going to introduce old Pokemon to new players it's gonna be through fire red."
Pokemon Red/Pokemon Blue,“Gen 1 is too easy” yeah and the twists on Sesame Street have become so predictable lately
Pokemon Red/Pokemon Blue,Gen 1 isn't very buggy considering I only experienced glitches on purpose
Pokemon Red/Pokemon Blue,I didn't know you still did YouTube. I watched your videos years ago!
Pokemon Red/Pokemon Blue,"Wait, how are FireRed and LeafGreen inferior? Not only are they more polished, they have more content, and feature quality of life updates/changes. They're the definitive versions of the Gameboy classics. Plus the mod support."
Pokemon Red/Pokemon Blue,"compared to current games, is it good? no, not at all. is it still fun? yes. it doesn't have to be GOOD to be FUN"
Pokemon Red/Pokemon Blue,"If they ever go back to Kanto region, I really hope it’s with the idea of like, Kanto, 30 years after Red and blue or something. To give us something really fresh, and flesh out the Kanto region more"
Pokemon Red/Pokemon Blue,I’ve never disliked gen 1 but always considered them to have aged poorly. But I’ve never really thought about these games like this before and it’s given me a whole new perspective on them. Really glad I just recently rediscovered your channel
Pokemon Red/Pokemon Blue,"The quality of gens 1 and 2 are very subjective, and while I only dislike gen 1 for how basic and buggy they are, that does not take away from the fact that it was designed for a playthrough first and foremost, VS was literally so much of an afterthought that the games bugginess only comes into effect there"
Pokemon Red/Pokemon Blue,"This is a fantastic video, please make more like this!"
Pokemon Red/Pokemon Blue,"If there was a mobile app that ported 
the original games I am pretty sure it
would make a TON of money."
Pokemon Red/Pokemon Blue,"I recently replayed Red for the umpteenth time and, while I never considered myself a ""Genwunner"", I see so many things in these games that make them a worthwhile play even nowadays and even with so many revisions not only of the region but also of the general Pokemon brand. 

The battle mechanics you briefly touched on are unlike any other Pokemon generation, which makes different moves and pokemon shine than you'd expect, coming from later generations. Something as simple as a Raticate with Hyperfang can be genuinely useful because of the crit mechanics, the limited Normal resistances and the generally lower power level. Ekans and Arbok are completely built on the nefarious purpose of abusing Wrap and Glare or Toxic, making them genuine options where in later games you'd barely ever consider them. Farfetch'd of all things has a niche because it's the earliest learner of Swords Dance you'll find during progression (and it sure saved me as a kid, leading to it becoming one of my favorites alongside the popular Charizard). The wonky interaction between boosting and critical hits makes a person who *knows* the mechanics consider wether to go boosting or critting - Farfetch'd again being a great example because it also learns Slash, albeit much later. This creates a strange, probably unintentional, scenario where boosting isn't necessarily the end all be all and high crit moves like Razor Leaf or Slash stay relevant even in the endgame despite the lower base power, effectively increasing variety. Also, the way stat experience works is much MUCH more accessible than the current EV system. I'm not just saying that either - throughout my college years, when Pokemon suddenly became cool again, I battled quite a few people on break and a constant factor was the question wether one knew about EVs or no and deciding on teams based on that. Where stat exp just worked no matter how you trained, EVs are splitting factor that makes connecting just that extra bit more difficult.

The region being centered around Saffron makes it open enough that as a kid you can wander and find new things in every direction while on replays it's ripe for experimentation with some of the order you can do things in. It also makes Fly a convenient secret move to find rather than a necessity as it is in later generations with more linear map design. I know this is easy to overblow, but just the option to do it differently adds some spice for me. As an example, Kanto flows much better to me if I do Blaine after Koga and I *can* even though according to the trainer card, Sabrina is supposed to be the 6th gym leader.

Sorry for the long comment, I just find Gen1 Kanto fascinating to replay and talk about."
Pokemon Red/Pokemon Blue,"I have a biased love for generation 1. Not even ashamed of it. It has my favorite pokemon of all time, it introduced me to the world of Pokemon, and while it has its flaws, I enjoy red, blue, and yellow enough to replay them over and over. Currently, I am doing a 100 challenge of pokemon yellow where I catch and raise 100 pokemon to level 100 before the elite 4. All so that I can compete in the prime cup in Pokemon Stadium. Lol!"
Pokemon Red/Pokemon Blue,"It feels like the fandom often forgets pokemon is mostly the adventure, not the post game.  Which is funny, bc that's the crowd who talso tends to drop a pokemon game in a year and not sink their teeth into the rpg world of the post games."
Pokemon Red/Pokemon Blue,I find it so weird that people use the glitches as something that makes the games worse or bad when I find glitches that add to the experience of a game as always a positive. Fun or useful glitches were always exciting to find.
Pokemon Red/Pokemon Blue,"My main issue with the typing is how psychics should never have been so overpowered. If Gengar was never poison it would just be a case of who is faster wins against Alakazam. Oh and why was Gyarados flying type?

Its as it they knew some would be too powerful so had to deliberately make them weaker"
Pokemon Red/Pokemon Blue,"23:30 Link's Awakening glitched on me in my first playthrough, which prevented me from being able to complete one of the last dungeons.  I will never forgive it for that."
Pokemon Red/Pokemon Blue,Pokémon firered and leafgreen are direct upgrades of these games. ‘Nuff said.
